ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,31036,SYSTEM1.TXT,0.13670,0.34992,0.19660,3

ROUGE-SU4+StopWordRemoval,31036,SYSTEM1.TXT,0.08721,0.23151,0.12669,3

ROUGE-1+StopWordRemoval,31277,SYSTEM1.TXT,0.20286,0.42275,0.27416,3

ROUGE-2+StopWordRemoval,31277,SYSTEM1.TXT,0.05490,0.11178,0.07364,3

ROUGE-L+StopWordRemoval,31277,SYSTEM1.TXT,0.17201,0.32353,0.22460,3

ROUGE-SU4+StopWordRemoval,31277,SYSTEM1.TXT,0.10029,0.17499,0.12750,3

ROUGE-1+StopWordRemoval,32248,SYSTEM1.TXT,0.25223,0.45129,0.32360,3

ROUGE-2+StopWordRemoval,32248,SYSTEM1.TXT,0.13062,0.23252,0.16727,3

ROUGE-L+StopWordRemoval,32248,SYSTEM1.TXT,0.18743,0.24550,0.21257,3

ROUGE-SU4+StopWordRemoval,32248,SYSTEM1.TXT,0.14633,0.25165,0.18506,3

ROUGE-1+StopWordRemoval,31038,SYSTEM1.TXT,0.23691,0.34324,0.28033,4

ROUGE-2+StopWordRemoval,31038,SYSTEM1.TXT,0.08258,0.12544,0.09960,4

ROUGE-L+StopWordRemoval,31038,SYSTEM1.TXT,0.23955,0.24322,0.24137,4

ROUGE-SU4+StopWordRemoval,31038,SYSTEM1.TXT,0.12153,0.17004,0.14175,4

ROUGE-1+StopWordRemoval,30982,SYSTEM1.TXT,0.30606,0.42192,0.35477,3

ROUGE-2+StopWordRemoval,30982,SYSTEM1.TXT,0.07661,0.09932,0.08650,3

ROUGE-L+StopWordRemoval,30982,SYSTEM1.TXT,0.24099,0.27815,0.25824,3

ROUGE-SU4+StopWordRemoval,30982,SYSTEM1.TXT,0.14809,0.18637,0.16504,3

ROUGE-1+StopWordRemoval,31037,SYSTEM1.TXT,0.35054,0.43644,0.38880,4

ROUGE-2+StopWordRemoval,31037,SYSTEM1.TXT,0.14841,0.16528,0.15639,4

ROUGE-L+StopWordRemoval,31037,SYSTEM1.TXT,0.23750,0.30957,0.26879,4

ROUGE-SU4+StopWordRemoval,31037,SYSTEM1.TXT,0.21060,0.22459,0.21737,4

ROUGE-1+StopWordRemoval,31950,SYSTEM1.TXT,0.26370,0.39228,0.31539,5

ROUGE-2+StopWordRemoval,31950,SYSTEM1.TXT,0.06823,0.09757,0.08030,5

ROUGE-L+StopWordRemoval,31950,SYSTEM1.TXT,0.23422,0.28425,0.25682,5

ROUGE-SU4+StopWordRemoval,31950,SYSTEM1.TXT,0.12844,0.16436,0.14420,5

ROUGE-1+StopWordRemoval,32004,SYSTEM1.TXT,0.24998,0.37614,0.30035,4

ROUGE-2+StopWordRemoval,32004,SYSTEM1.TXT,0.11625,0.12870,0.12216,4

ROUGE-L+StopWordRemoval,32004,SYSTEM1.TXT,0.26085,0.21716,0.23701,4

ROUGE-SU4+StopWordRemoval,32004,SYSTEM1.TXT,0.17227,0.18002,0.17606,4

ROUGE-1+StopWordRemoval,31274,SYSTEM1.TXT,0.30769,0.42286,0.35620,3

ROUGE-2+StopWordRemoval,31274,SYSTEM1.TXT,0.08095,0.11494,0.09500,3

ROUGE-L+StopWordRemoval,31274,SYSTEM1.TXT,0.22985,0.29831,0.25964,3

ROUGE-SU4+StopWordRemoval,31274,SYSTEM1.TXT,0.14197,0.18473,0.16055,3

ROUGE-1+StopWordRemoval,31031,SYSTEM1.TXT,0.24306,0.44816,0.31519,5

ROUGE-2+StopWordRemoval,31031,SYSTEM1.TXT,0.07271,0.14136,0.09603,5

ROUGE-L+StopWordRemoval,31031,SYSTEM1.TXT,0.21130,0.31667,0.25347,5

ROUGE-SU4+StopWordRemoval,31031,SYSTEM1.TXT,0.13001,0.22008,0.16346,5

ROUGE-1+StopWordRemoval,31034,SYSTEM1.TXT,0.23660,0.50419,0.32207,3

ROUGE-2+StopWordRemoval,31034,SYSTEM1.TXT,0.08654,0.18415,0.11775,3

ROUGE-L+StopWordRemoval,31034,SYSTEM1.TXT,0.18759,0.35201,0.24475,3

ROUGE-SU4+StopWordRemoval,31034,SYSTEM1.TXT,0.12031,0.23529,0.15921,3

ROUGE-1+StopWordRemoval,31033,SYSTEM1.TXT,0.18294,0.44108,0.25861,3

ROUGE-2+StopWordRemoval,31033,SYSTEM1.TXT,0.07415,0.13783,0.09642,3

ROUGE-L+StopWordRemoval,31033,SYSTEM1.TXT,0.12835,0.33141,0.18504,3

ROUGE-SU4+StopWordRemoval,31033,SYSTEM1.TXT,0.11008,0.18481,0.13797,3

ROUGE-1+StopWordRemoval,32926,SYSTEM1.TXT,0.37045,0.33975,0.35444,3

ROUGE-2+StopWordRemoval,32926,SYSTEM1.TXT,0.13925,0.10453,0.11942,3

ROUGE-L+StopWordRemoval,32926,SYSTEM1.TXT,0.31128,0.24702,0.27545,3

ROUGE-SU4+StopWordRemoval,32926,SYSTEM1.TXT,0.23097,0.14325,0.17683,3

ROUGE-1+StopWordRemoval,31959,SYSTEM1.TXT,0.36945,0.34251,0.35547,4

ROUGE-2+StopWordRemoval,31959,SYSTEM1.TXT,0.08043,0.07285,0.07645,4

ROUGE-L+StopWordRemoval,31959,SYSTEM1.TXT,0.27351,0.24924,0.26082,4

ROUGE-SU4+StopWordRemoval,31959,SYSTEM1.TXT,0.16723,0.12996,0.14626,4

ROUGE-1+StopWordRemoval,31831,SYSTEM1.TXT,0.15060,0.42669,0.22263,4

ROUGE-2+StopWordRemoval,31831,SYSTEM1.TXT,0.05445,0.14398,0.07902,4

ROUGE-L+StopWordRemoval,31831,SYSTEM1.TXT,0.12555,0.27486,0.17237,4

ROUGE-SU4+StopWordRemoval,31831,SYSTEM1.TXT,0.08064,0.21438,0.11719,4

ROUGE-1+StopWordRemoval,31955,SYSTEM1.TXT,0.28837,0.38080,0.32820,3

ROUGE-2+StopWordRemoval,31955,SYSTEM1.TXT,0.06315,0.07830,0.06992,3

ROUGE-L+StopWordRemoval,31955,SYSTEM1.TXT,0.18666,0.28928,0.22691,3

ROUGE-SU4+StopWordRemoval,31955,SYSTEM1.TXT,0.12968,0.13233,0.13099,3

ROUGE-1+StopWordRemoval,30866,SYSTEM1.TXT,0.15790,0.43948,0.23232,4

ROUGE-2+StopWordRemoval,30866,SYSTEM1.TXT,0.07577,0.16077,0.10300,4

ROUGE-L+StopWordRemoval,30866,SYSTEM1.TXT,0.14093,0.30588,0.19296,4

ROUGE-SU4+StopWordRemoval,30866,SYSTEM1.TXT,0.10789,0.23696,0.14827,4

ROUGE-1+StopWordRemoval,31834,SYSTEM1.TXT,0.33918,0.33498,0.33707,3

ROUGE-2+StopWordRemoval,31834,SYSTEM1.TXT,0.10329,0.09037,0.09640,3

ROUGE-L+StopWordRemoval,31834,SYSTEM1.TXT,0.25651,0.23580,0.24572,3

ROUGE-SU4+StopWordRemoval,31834,SYSTEM1.TXT,0.18684,0.13922,0.15955,3

ROUGE-1+StopWordRemoval,32129,SYSTEM1.TXT,0.16909,0.41541,0.24035,4

ROUGE-2+StopWordRemoval,32129,SYSTEM1.TXT,0.06198,0.11891,0.08148,4

ROUGE-L+StopWordRemoval,32129,SYSTEM1.TXT,0.14801,0.23293,0.18100,4

ROUGE-SU4+StopWordRemoval,32129,SYSTEM1.TXT,0.10874,0.19916,0.14068,4

ROUGE-1+StopWordRemoval,31939,SYSTEM1.TXT,0.16807,0.59846,0.26244,3

ROUGE-2+StopWordRemoval,31939,SYSTEM1.TXT,0.06173,0.22656,0.09703,3

ROUGE-L+StopWordRemoval,31939,SYSTEM1.TXT,0.20443,0.48443,0.28752,3

ROUGE-SU4+StopWordRemoval,31939,SYSTEM1.TXT,0.10643,0.29784,0.15682,3

ROUGE-1+StopWordRemoval,31817,SYSTEM1.TXT,0.30157,0.38514,0.33827,4

ROUGE-2+StopWordRemoval,31817,SYSTEM1.TXT,0.10556,0.12030,0.11245,4

ROUGE-L+StopWordRemoval,31817,SYSTEM1.TXT,0.23035,0.27710,0.25157,4

ROUGE-SU4+StopWordRemoval,31817,SYSTEM1.TXT,0.17157,0.17809,0.17477,4

ROUGE-1+StopWordRemoval,30849,SYSTEM1.TXT,0.19232,0.46717,0.27247,4

ROUGE-2+StopWordRemoval,30849,SYSTEM1.TXT,0.05127,0.13259,0.07394,4

ROUGE-L+StopWordRemoval,30849,SYSTEM1.TXT,0.16504,0.32450,0.21880,4

ROUGE-SU4+StopWordRemoval,30849,SYSTEM1.TXT,0.09846,0.24012,0.13965,4

ROUGE-1+StopWordRemoval,31938,SYSTEM1.TXT,0.22271,0.48812,0.30587,3

ROUGE-2+StopWordRemoval,31938,SYSTEM1.TXT,0.06534,0.13398,0.08784,3

ROUGE-L+StopWordRemoval,31938,SYSTEM1.TXT,0.19780,0.33333,0.24827,3

ROUGE-SU4+StopWordRemoval,31938,SYSTEM1.TXT,0.11476,0.21494,0.14963,3

ROUGE-1+StopWordRemoval,31260,SYSTEM1.TXT,0.24772,0.40850,0.30841,3

ROUGE-2+StopWordRemoval,31260,SYSTEM1.TXT,0.09061,0.14392,0.11121,3

ROUGE-L+StopWordRemoval,31260,SYSTEM1.TXT,0.18046,0.31177,0.22860,3

ROUGE-SU4+StopWordRemoval,31260,SYSTEM1.TXT,0.13095,0.20057,0.15845,3

ROUGE-1+StopWordRemoval,32236,SYSTEM1.TXT,0.37841,0.48177,0.42388,3

ROUGE-2+StopWordRemoval,32236,SYSTEM1.TXT,0.14240,0.24263,0.17947,3

ROUGE-L+StopWordRemoval,32236,SYSTEM1.TXT,0.28600,0.36925,0.32234,3

ROUGE-SU4+StopWordRemoval,32236,SYSTEM1.TXT,0.20327,0.30165,0.24287,3

ROUGE-1+StopWordRemoval,31146,SYSTEM1.TXT,0.15439,0.50683,0.23668,3

ROUGE-2+StopWordRemoval,31146,SYSTEM1.TXT,0.05959,0.17978,0.08951,3

ROUGE-L+StopWordRemoval,31146,SYSTEM1.TXT,0.13394,0.37559,0.19746,3

ROUGE-SU4+StopWordRemoval,31146,SYSTEM1.TXT,0.07794,0.25758,0.11967,3

ROUGE-1+StopWordRemoval,32599,SYSTEM1.TXT,0.28173,0.42560,0.33903,5

ROUGE-2+StopWordRemoval,32599,SYSTEM1.TXT,0.07508,0.11779,0.09170,5

ROUGE-L+StopWordRemoval,32599,SYSTEM1.TXT,0.24578,0.28889,0.26559,5

ROUGE-SU4+StopWordRemoval,32599,SYSTEM1.TXT,0.14800,0.18178,0.16316,5

ROUGE-1+StopWordRemoval,32116,SYSTEM1.TXT,0.26922,0.42945,0.33096,3

ROUGE-2+StopWordRemoval,32116,SYSTEM1.TXT,0.09666,0.13170,0.11150,3

ROUGE-L+StopWordRemoval,32116,SYSTEM1.TXT,0.21556,0.26642,0.23830,3

ROUGE-SU4+StopWordRemoval,32116,SYSTEM1.TXT,0.13390,0.20000,0.16040,3

ROUGE-1+StopWordRemoval,32597,SYSTEM1.TXT,0.38007,0.25000,0.30161,4

ROUGE-2+StopWordRemoval,32597,SYSTEM1.TXT,0.13951,0.07396,0.09668,4

ROUGE-L+StopWordRemoval,32597,SYSTEM1.TXT,0.27669,0.16541,0.20705,4

ROUGE-SU4+StopWordRemoval,32597,SYSTEM1.TXT,0.21921,0.10308,0.14022,4

ROUGE-1+StopWordRemoval,31940,SYSTEM1.TXT,0.31359,0.31557,0.31458,4

ROUGE-2+StopWordRemoval,31940,SYSTEM1.TXT,0.11699,0.08705,0.09983,4

ROUGE-L+StopWordRemoval,31940,SYSTEM1.TXT,0.17797,0.23106,0.20107,4

ROUGE-SU4+StopWordRemoval,31940,SYSTEM1.TXT,0.17217,0.12813,0.14692,4

ROUGE-1+StopWordRemoval,32113,SYSTEM1.TXT,0.23686,0.50466,0.32240,4

ROUGE-2+StopWordRemoval,32113,SYSTEM1.TXT,0.08251,0.17494,0.11214,4

ROUGE-L+StopWordRemoval,32113,SYSTEM1.TXT,0.20234,0.37395,0.26260,4

ROUGE-SU4+StopWordRemoval,32113,SYSTEM1.TXT,0.13083,0.25170,0.17216,4

ROUGE-1+StopWordRemoval,32355,SYSTEM1.TXT,0.41819,0.41770,0.41795,3

ROUGE-2+StopWordRemoval,32355,SYSTEM1.TXT,0.14962,0.13129,0.13986,3

ROUGE-L+StopWordRemoval,32355,SYSTEM1.TXT,0.28235,0.27598,0.27913,3

ROUGE-SU4+StopWordRemoval,32355,SYSTEM1.TXT,0.22226,0.19059,0.20521,3

ROUGE-1+StopWordRemoval,31026,SYSTEM1.TXT,0.21101,0.45476,0.28826,3

ROUGE-2+StopWordRemoval,31026,SYSTEM1.TXT,0.05904,0.13823,0.08274,3

ROUGE-L+StopWordRemoval,31026,SYSTEM1.TXT,0.16656,0.30151,0.21458,3

ROUGE-SU4+StopWordRemoval,31026,SYSTEM1.TXT,0.10930,0.21696,0.14536,3

ROUGE-1+StopWordRemoval,30850,SYSTEM1.TXT,0.21330,0.54266,0.30623,3

ROUGE-2+StopWordRemoval,30850,SYSTEM1.TXT,0.09445,0.22594,0.13321,3

ROUGE-L+StopWordRemoval,30850,SYSTEM1.TXT,0.18387,0.41667,0.25515,3

ROUGE-SU4+StopWordRemoval,30850,SYSTEM1.TXT,0.12460,0.28069,0.17259,3

ROUGE-1+StopWordRemoval,31383,SYSTEM1.TXT,0.19216,0.40962,0.26160,4

ROUGE-2+StopWordRemoval,31383,SYSTEM1.TXT,0.05008,0.11769,0.07026,4

ROUGE-L+StopWordRemoval,31383,SYSTEM1.TXT,0.13404,0.27513,0.18026,4

ROUGE-SU4+StopWordRemoval,31383,SYSTEM1.TXT,0.10287,0.19080,0.13367,4

ROUGE-1+StopWordRemoval,31023,SYSTEM1.TXT,0.19088,0.52888,0.28052,3

ROUGE-2+StopWordRemoval,31023,SYSTEM1.TXT,0.07271,0.20716,0.10764,3

ROUGE-L+StopWordRemoval,31023,SYSTEM1.TXT,0.14321,0.32190,0.19823,3

ROUGE-SU4+StopWordRemoval,31023,SYSTEM1.TXT,0.10060,0.29374,0.14987,3

ROUGE-1+StopWordRemoval,31265,SYSTEM1.TXT,0.27520,0.32564,0.29830,4

ROUGE-2+StopWordRemoval,31265,SYSTEM1.TXT,0.06724,0.07026,0.06872,4

ROUGE-L+StopWordRemoval,31265,SYSTEM1.TXT,0.20697,0.23011,0.21793,4

ROUGE-SU4+StopWordRemoval,31265,SYSTEM1.TXT,0.12870,0.12909,0.12890,4

ROUGE-1+StopWordRemoval,31022,SYSTEM1.TXT,0.07481,0.42599,0.12727,3

ROUGE-2+StopWordRemoval,31022,SYSTEM1.TXT,0.01478,0.08664,0.02525,3

ROUGE-L+StopWordRemoval,31022,SYSTEM1.TXT,0.08932,0.36434,0.14346,3

ROUGE-SU4+StopWordRemoval,31022,SYSTEM1.TXT,0.02940,0.19806,0.05119,3

ROUGE-1+StopWordRemoval,31824,SYSTEM1.TXT,0.34059,0.40858,0.37150,3

ROUGE-2+StopWordRemoval,31824,SYSTEM1.TXT,0.12609,0.12508,0.12558,3

ROUGE-L+StopWordRemoval,31824,SYSTEM1.TXT,0.22487,0.24612,0.23502,3

ROUGE-SU4+StopWordRemoval,31824,SYSTEM1.TXT,0.18886,0.18449,0.18665,3

ROUGE-1+StopWordRemoval,30856,SYSTEM1.TXT,0.15678,0.37887,0.22179,3

ROUGE-2+StopWordRemoval,30856,SYSTEM1.TXT,0.05159,0.13557,0.07474,3

ROUGE-L+StopWordRemoval,30856,SYSTEM1.TXT,0.12491,0.34848,0.18391,3

ROUGE-SU4+StopWordRemoval,30856,SYSTEM1.TXT,0.07580,0.17930,0.10655,3

ROUGE-1+StopWordRemoval,31948,SYSTEM1.TXT,0.21934,0.45630,0.29627,3

ROUGE-2+StopWordRemoval,31948,SYSTEM1.TXT,0.06715,0.13211,0.08904,3

ROUGE-L+StopWordRemoval,31948,SYSTEM1.TXT,0.18700,0.34992,0.24374,3

ROUGE-SU4+StopWordRemoval,31948,SYSTEM1.TXT,0.10355,0.19157,0.13443,3

ROUGE-1+StopWordRemoval,30858,SYSTEM1.TXT,0.25936,0.46252,0.33235,4

ROUGE-2+StopWordRemoval,30858,SYSTEM1.TXT,0.08935,0.17553,0.11842,4

ROUGE-L+StopWordRemoval,30858,SYSTEM1.TXT,0.21266,0.31346,0.25340,4

ROUGE-SU4+StopWordRemoval,30858,SYSTEM1.TXT,0.14406,0.24176,0.18054,4

ROUGE-1+StopWordRemoval,31705,SYSTEM1.TXT,0.39746,0.34968,0.37204,4

ROUGE-2+StopWordRemoval,31705,SYSTEM1.TXT,0.15593,0.10795,0.12758,4

ROUGE-L+StopWordRemoval,31705,SYSTEM1.TXT,0.26511,0.23504,0.24917,4

ROUGE-SU4+StopWordRemoval,31705,SYSTEM1.TXT,0.23334,0.14607,0.17967,4

ROUGE-1+StopWordRemoval,31942,SYSTEM1.TXT,0.13944,0.24279,0.17714,3

ROUGE-2+StopWordRemoval,31942,SYSTEM1.TXT,0.06217,0.09240,0.07432,3

ROUGE-L+StopWordRemoval,31942,SYSTEM1.TXT,0.09234,0.40796,0.15059,3

ROUGE-SU4+StopWordRemoval,31942,SYSTEM1.TXT,0.07121,0.12107,0.08967,3

ROUGE-1+StopWordRemoval,30852,SYSTEM1.TXT,0.20612,0.46697,0.28600,3

ROUGE-2+StopWordRemoval,30852,SYSTEM1.TXT,0.07749,0.17395,0.10721,3

ROUGE-L+StopWordRemoval,30852,SYSTEM1.TXT,0.16183,0.33159,0.21751,3

ROUGE-SU4+StopWordRemoval,30852,SYSTEM1.TXT,0.11285,0.24966,0.15543,3

ROUGE-1+StopWordRemoval,32359,SYSTEM1.TXT,0.31214,0.41349,0.35574,3

ROUGE-2+StopWordRemoval,32359,SYSTEM1.TXT,0.13925,0.14996,0.14441,3

ROUGE-L+StopWordRemoval,32359,SYSTEM1.TXT,0.21755,0.27561,0.24317,3

ROUGE-SU4+StopWordRemoval,32359,SYSTEM1.TXT,0.19182,0.19990,0.19578,3

ROUGE-1+StopWordRemoval,30855,SYSTEM1.TXT,0.13820,0.52966,0.21920,3

ROUGE-2+StopWordRemoval,30855,SYSTEM1.TXT,0.05032,0.17479,0.07814,3

ROUGE-L+StopWordRemoval,30855,SYSTEM1.TXT,0.12114,0.35366,0.18046,3

ROUGE-SU4+StopWordRemoval,30855,SYSTEM1.TXT,0.07419,0.26409,0.11584,3

ROUGE-1+StopWordRemoval,30854,SYSTEM1.TXT,0.25687,0.31974,0.28488,4

ROUGE-2+StopWordRemoval,30854,SYSTEM1.TXT,0.11507,0.11057,0.11277,4

ROUGE-L+StopWordRemoval,30854,SYSTEM1.TXT,0.13926,0.22162,0.17104,4

ROUGE-SU4+StopWordRemoval,30854,SYSTEM1.TXT,0.14037,0.13977,0.14007,4

ROUGE-1+StopWordRemoval,30838,SYSTEM1.TXT,0.16207,0.47989,0.24230,3

ROUGE-2+StopWordRemoval,30838,SYSTEM1.TXT,0.03869,0.11186,0.05750,3

ROUGE-L+StopWordRemoval,30838,SYSTEM1.TXT,0.12389,0.31619,0.17803,3

ROUGE-SU4+StopWordRemoval,30838,SYSTEM1.TXT,0.07627,0.21837,0.11306,3

ROUGE-1+StopWordRemoval,31492,SYSTEM1.TXT,0.25462,0.44990,0.32519,4

ROUGE-2+StopWordRemoval,31492,SYSTEM1.TXT,0.09027,0.14510,0.11130,4

ROUGE-L+StopWordRemoval,31492,SYSTEM1.TXT,0.21020,0.29132,0.24420,4

ROUGE-SU4+StopWordRemoval,31492,SYSTEM1.TXT,0.14343,0.21900,0.17333,4

ROUGE-1+StopWordRemoval,31014,SYSTEM1.TXT,0.22473,0.46165,0.30230,3

ROUGE-2+StopWordRemoval,31014,SYSTEM1.TXT,0.08291,0.16064,0.10937,3

ROUGE-L+StopWordRemoval,31014,SYSTEM1.TXT,0.21516,0.35105,0.26680,3

ROUGE-SU4+StopWordRemoval,31014,SYSTEM1.TXT,0.13153,0.23572,0.16885,3

ROUGE-1+StopWordRemoval,31013,SYSTEM1.TXT,0.28191,0.39571,0.32925,3

ROUGE-2+StopWordRemoval,31013,SYSTEM1.TXT,0.09758,0.13823,0.11440,3

ROUGE-L+StopWordRemoval,31013,SYSTEM1.TXT,0.23527,0.25631,0.24534,3

ROUGE-SU4+StopWordRemoval,31013,SYSTEM1.TXT,0.15769,0.19842,0.17573,3

ROUGE-1+StopWordRemoval,32223,SYSTEM1.TXT,0.12350,0.57012,0.20302,3

ROUGE-2+StopWordRemoval,32223,SYSTEM1.TXT,0.04445,0.19544,0.07242,3

ROUGE-L+StopWordRemoval,32223,SYSTEM1.TXT,0.11337,0.38509,0.17517,3

ROUGE-SU4+StopWordRemoval,32223,SYSTEM1.TXT,0.06220,0.28035,0.10181,3

ROUGE-1+StopWordRemoval,30960,SYSTEM1.TXT,0.24451,0.48212,0.32446,3

ROUGE-2+StopWordRemoval,30960,SYSTEM1.TXT,0.05402,0.10337,0.07096,3

ROUGE-L+StopWordRemoval,30960,SYSTEM1.TXT,0.18186,0.32698,0.23373,3

ROUGE-SU4+StopWordRemoval,30960,SYSTEM1.TXT,0.11083,0.19669,0.14177,3

ROUGE-1+StopWordRemoval,32345,SYSTEM1.TXT,0.15145,0.47107,0.22921,4

ROUGE-2+StopWordRemoval,32345,SYSTEM1.TXT,0.05187,0.14537,0.07646,4

ROUGE-L+StopWordRemoval,32345,SYSTEM1.TXT,0.11560,0.38246,0.17753,4

ROUGE-SU4+StopWordRemoval,32345,SYSTEM1.TXT,0.08780,0.22652,0.12655,4

ROUGE-1+StopWordRemoval,31015,SYSTEM1.TXT,0.22655,0.49460,0.31076,4

ROUGE-2+StopWordRemoval,31015,SYSTEM1.TXT,0.08199,0.19823,0.11600,4

ROUGE-L+StopWordRemoval,31015,SYSTEM1.TXT,0.21007,0.34716,0.26175,4

ROUGE-SU4+StopWordRemoval,31015,SYSTEM1.TXT,0.12071,0.27175,0.16716,4

ROUGE-1+StopWordRemoval,32343,SYSTEM1.TXT,0.29107,0.43980,0.35030,4

ROUGE-2+StopWordRemoval,32343,SYSTEM1.TXT,0.13636,0.16245,0.14827,4

ROUGE-L+StopWordRemoval,32343,SYSTEM1.TXT,0.18069,0.28238,0.22037,4

ROUGE-SU4+StopWordRemoval,32343,SYSTEM1.TXT,0.16148,0.17883,0.16971,4

ROUGE-1+StopWordRemoval,31254,SYSTEM1.TXT,0.20755,0.48372,0.29047,4

ROUGE-2+StopWordRemoval,31254,SYSTEM1.TXT,0.06013,0.12852,0.08193,4

ROUGE-L+StopWordRemoval,31254,SYSTEM1.TXT,0.18920,0.35065,0.24578,4

ROUGE-SU4+StopWordRemoval,31254,SYSTEM1.TXT,0.11126,0.22224,0.14828,4

ROUGE-1+StopWordRemoval,31012,SYSTEM1.TXT,0.19725,0.40345,0.26496,3

ROUGE-2+StopWordRemoval,31012,SYSTEM1.TXT,0.05163,0.13177,0.07419,3

ROUGE-L+StopWordRemoval,31012,SYSTEM1.TXT,0.16936,0.30062,0.21666,3

ROUGE-SU4+StopWordRemoval,31012,SYSTEM1.TXT,0.09453,0.18554,0.12525,3

ROUGE-1+StopWordRemoval,32340,SYSTEM1.TXT,0.15712,0.56614,0.24597,3

ROUGE-2+StopWordRemoval,32340,SYSTEM1.TXT,0.06629,0.23103,0.10302,3

ROUGE-L+StopWordRemoval,32340,SYSTEM1.TXT,0.12055,0.36647,0.18142,3

ROUGE-SU4+StopWordRemoval,32340,SYSTEM1.TXT,0.09414,0.29272,0.14246,3

ROUGE-1+StopWordRemoval,32220,SYSTEM1.TXT,0.30747,0.21398,0.25234,3

ROUGE-2+StopWordRemoval,32220,SYSTEM1.TXT,0.18408,0.07284,0.10438,3

ROUGE-L+StopWordRemoval,32220,SYSTEM1.TXT,0.22310,0.31617,0.26160,3

ROUGE-SU4+StopWordRemoval,32220,SYSTEM1.TXT,0.22326,0.08972,0.12800,3

ROUGE-1+StopWordRemoval,32583,SYSTEM1.TXT,0.25008,0.49747,0.33284,3

ROUGE-2+StopWordRemoval,32583,SYSTEM1.TXT,0.11773,0.24338,0.15869,3

ROUGE-L+StopWordRemoval,32583,SYSTEM1.TXT,0.17083,0.30891,0.22000,3

ROUGE-SU4+StopWordRemoval,32583,SYSTEM1.TXT,0.14837,0.29735,0.19797,3

ROUGE-1+StopWordRemoval,30967,SYSTEM1.TXT,0.23822,0.52886,0.32848,3

ROUGE-2+StopWordRemoval,30967,SYSTEM1.TXT,0.09868,0.20712,0.13367,3

ROUGE-L+StopWordRemoval,30967,SYSTEM1.TXT,0.20075,0.31111,0.24403,3

ROUGE-SU4+StopWordRemoval,30967,SYSTEM1.TXT,0.14319,0.30488,0.19487,3

ROUGE-1+StopWordRemoval,30966,SYSTEM1.TXT,0.19531,0.48780,0.27894,3

ROUGE-2+StopWordRemoval,30966,SYSTEM1.TXT,0.04280,0.16389,0.06787,3

ROUGE-L+StopWordRemoval,30966,SYSTEM1.TXT,0.16476,0.37139,0.22825,3

ROUGE-SU4+StopWordRemoval,30966,SYSTEM1.TXT,0.08180,0.25702,0.12410,3

ROUGE-1+StopWordRemoval,30968,SYSTEM1.TXT,0.34450,0.36953,0.35657,3

ROUGE-2+StopWordRemoval,30968,SYSTEM1.TXT,0.13003,0.11699,0.12316,3

ROUGE-L+StopWordRemoval,30968,SYSTEM1.TXT,0.29763,0.28571,0.29155,3

ROUGE-SU4+StopWordRemoval,30968,SYSTEM1.TXT,0.19908,0.16157,0.17837,3

ROUGE-1+StopWordRemoval,32229,SYSTEM1.TXT,0.29361,0.35439,0.32115,4

ROUGE-2+StopWordRemoval,32229,SYSTEM1.TXT,0.09577,0.10601,0.10063,4

ROUGE-L+StopWordRemoval,32229,SYSTEM1.TXT,0.32561,0.27016,0.29531,4

ROUGE-SU4+StopWordRemoval,32229,SYSTEM1.TXT,0.15706,0.16594,0.16138,4

ROUGE-1+StopWordRemoval,30962,SYSTEM1.TXT,0.33409,0.37767,0.35455,3

ROUGE-2+StopWordRemoval,30962,SYSTEM1.TXT,0.11747,0.16086,0.13578,3

ROUGE-L+StopWordRemoval,30962,SYSTEM1.TXT,0.28182,0.29052,0.28610,3

ROUGE-SU4+StopWordRemoval,30962,SYSTEM1.TXT,0.19140,0.19026,0.19083,3

ROUGE-1+StopWordRemoval,30841,SYSTEM1.TXT,0.17578,0.42016,0.24786,4

ROUGE-2+StopWordRemoval,30841,SYSTEM1.TXT,0.04765,0.09488,0.06344,4

ROUGE-L+StopWordRemoval,30841,SYSTEM1.TXT,0.14384,0.29797,0.19402,4

ROUGE-SU4+StopWordRemoval,30841,SYSTEM1.TXT,0.08622,0.17452,0.11542,4

ROUGE-1+StopWordRemoval,30965,SYSTEM1.TXT,0.14179,0.46019,0.21679,5

ROUGE-2+StopWordRemoval,30965,SYSTEM1.TXT,0.03842,0.12491,0.05877,5

ROUGE-L+StopWordRemoval,30965,SYSTEM1.TXT,0.12069,0.29643,0.17154,5

ROUGE-SU4+StopWordRemoval,30965,SYSTEM1.TXT,0.07214,0.21957,0.10860,5

ROUGE-1+StopWordRemoval,31811,SYSTEM1.TXT,0.33438,0.31627,0.32507,4

ROUGE-2+StopWordRemoval,31811,SYSTEM1.TXT,0.09279,0.10464,0.09836,4

